1s+PRES+kuacha	I leave	ninaacha
NEG+3p+PERF+kuvunja	they have not broken	hawajavunja
2s+IMP+kuvunja	break	vunja
2p+IMP+kuvunja	break	vunjeni
1s+PRES+kuwasiliana	I communicate	ninawasiliana
1s+PAST+kuwasiliana	I communicated	niliwasiliana
1s+FUT+kuwasiliana	I will communicate	nitawasiliana
1s+PERF+kuwasiliana	I have communicated	nimewasiliana
NEG+1s+PRES+kuwasiliana	I do not communicate	siwasiliani
NEG+1s+PAST+kuwasiliana	I did not communicate	sikuwasiliana
NEG+1s+FUT+kuwasiliana	I will not communicate	sitawasiliana
NEG+1s+PERF+kuwasiliana	I have not communicated	sijawasiliana
1p+PRES+kuwasiliana	we communicate	tunawasiliana
1p+PAST+kuwasiliana	we communicated	tuliwasiliana
1p+FUT+kuwasiliana	we will communicate	tutawasiliana
1p+PERF+kuwasiliana	we have communicated	tumewasiliana
NEG+1p+PRES+kuwasiliana	we do not communicate	hatuwasiliani
NEG+1p+PAST+kuwasiliana	we did not communicate	hatukuwasiliana
NEG+1p+FUT+kuwasiliana	we will not communicate	hatutawasiliana
NEG+1p+PERF+kuwasiliana	we have not communicated	hatujawasiliana
2s+PRES+kuwasiliana	you communicate	unawasiliana
2s+PAST+kuwasiliana	you communicated	uliwasiliana
2s+FUT+kuwasiliana	you will communicate	utawasiliana
2s+PERF+kuwasiliana	you have communicated	umewasiliana
NEG+2s+PRES+kuwasiliana	you do not communicate	huwasiliani
NEG+2s+PAST+kuwasiliana	you did not communicate	hukuwasiliana
NEG+2s+FUT+kuwasiliana	you will not communicate	hutawasiliana
NEG+2s+PERF+kuwasiliana	you have not communicated	hujawasiliana
2p+PRES+kuwasiliana	you communicate	mnawasiliana
2p+PAST+kuwasiliana	you communicated	mliwasiliana
2p+FUT+kuwasiliana	you will communicate	mtawasiliana
2p+PERF+kuwasiliana	you have communicated	mmewasiliana
NEG+2p+PRES+kuwasiliana	you do not communicate	hamwasiliani
NEG+2p+PAST+kuwasiliana	you did not communicate	hamkuwasiliana
NEG+2p+FUT+kuwasiliana	you will not communicate	hamtawasiliana
NEG+2p+PERF+kuwasiliana	you have not communicated	hamjawasiliana
3s+PRES+kuwasiliana	(s)he communicates	anawasiliana
3s+PAST+kuwasiliana	(s)he communicated	aliwasiliana
3s+FUT+kuwasiliana	(s)he will communicate	atawasiliana
3s+PERF+kuwasiliana	(s)he has communicated	amewasiliana
NEG+3s+PRES+kuwasiliana	(s)he does not communicate	hawasiliani
NEG+3s+PAST+kuwasiliana	(s)he did not communicate	hakuwasiliana
NEG+3s+FUT+kuwasiliana	(s)he will not communicate	hatawasiliana
NEG+3s+PERF+kuwasiliana	(s)he has not communicated	hajawasiliana
3p+PRES+kuwasiliana	they communicate	wanawasiliana
3p+PAST+kuwasiliana	they communicated	waliwasiliana
3p+FUT+kuwasiliana	they will communicate	watawasiliana
3p+PERF+kuwasiliana	they have communicated	wamewasiliana
NEG+3p+PRES+kuwasiliana	they do not communicate	hawawasiliani
NEG+3p+PAST+kuwasiliana	they did not communicate	hawakuwasiliana
NEG+3p+FUT+kuwasiliana	they will not communicate	hawatawasiliana
NEG+3p+PERF+kuwasiliana	they have not communicated	hawajawasiliana
2s+IMP+kuwasiliana	communicate	wasiliana
2p+IMP+kuwasiliana	communicate	wasilianeni
1s+PRES+kuwasha	I turn on	ninawasha
1s+PAST+kuwasha	I turned on	niliwasha
1s+FUT+kuwasha	I will turn on	nitawasha
1s+PERF+kuwasha	I have turned on	nimewasha
NEG+1s+PRES+kuwasha	I do not turn	siwashi
NEG+1s+PAST+kuwasha	I did not turn on	sikuwasha
NEG+1s+FUT+kuwasha	I will not turn on	sitawasha
NEG+1s+PERF+kuwasha	I have not turned on	sijawasha
1p+PRES+kuwasha	we turn on	tunawasha
1p+PAST+kuwasha	we turned on	tuliwasha
1p+FUT+kuwasha	we will turn on	tutawasha
1p+PERF+kuwasha	we have turned on	tumewasha
NEG+1p+PRES+kuwasha	we do not turn	hatuwashi
NEG+1p+PAST+kuwasha	we did not turn on	hatukuwasha
NEG+1p+FUT+kuwasha	we will not turn on	hatutawasha
NEG+1p+PERF+kuwasha	we have not turned on	hatujawasha
2s+PRES+kuwasha	you turn on	unawasha
2s+PAST+kuwasha	you turned on	uliwasha
2s+FUT+kuwasha	you will turn on	utawasha
2s+PERF+kuwasha	you have turned on	umewasha
NEG+2s+PRES+kuwasha	you do not turn	huwashi
NEG+2s+PAST+kuwasha	you did not turn on	hukuwasha
NEG+2s+FUT+kuwasha	you will not turn on	hutawasha
NEG+2s+PERF+kuwasha	you have not turned on	hujawasha
2p+PRES+kuwasha	you turn on	mnawasha
2p+PAST+kuwasha	you turned on	mliwasha
2p+FUT+kuwasha	you will turn on	mtawasha
2p+PERF+kuwasha	you have turned on	mmewasha
NEG+2p+PRES+kuwasha	you do not turn	hamwashi
NEG+2p+PAST+kuwasha	you did not turn on	hamkuwasha
NEG+2p+FUT+kuwasha	you will not turn on	hamtawasha
NEG+2p+PERF+kuwasha	you have not turned on	hamjawasha
3s+PRES+kuwasha	(s)he turns on	anawasha
3s+PAST+kuwasha	(s)he turned on	aliwasha
3s+FUT+kuwasha	(s)he will turn on	atawasha
3s+PERF+kuwasha	(s)he has turned on	amewasha
NEG+3s+PRES+kuwasha	(s)he does not turn	hawashi
NEG+3s+PAST+kuwasha	(s)he did not turn on	hakuwasha
NEG+3s+FUT+kuwasha	(s)he will not turn on	hatawasha
NEG+3s+PERF+kuwasha	(s)he has not turned on	hajawasha
3p+PRES+kuwasha	they turn on	wanawasha
3p+PAST+kuwasha	they turned on	waliwasha
3p+FUT+kuwasha	they will turn on	watawasha
3p+PERF+kuwasha	they have turned on	wamewasha
NEG+3p+PRES+kuwasha	they do not turn	hawawashi
NEG+3p+PAST+kuwasha	they did not turn on	hawakuwasha
NEG+3p+FUT+kuwasha	they will not turn on	hawatawasha
NEG+3p+PERF+kuwasha	they have not turned on	hawajawasha
2s+IMP+kuwasha	turn on	washa
2p+IMP+kuwasha	turn on	washeni
1s+PRES+kuwaza	I think	ninawaza
1s+PAST+kuwaza	I thought	niliwaza
1s+FUT+kuwaza	I will think	nitawaza
1s+PERF+kuwaza	I have thought	nimewaza
NEG+1s+PRES+kuwaza	I do not think	siwazi
NEG+1s+PAST+kuwaza	I did not think	sikuwaza
NEG+1s+FUT+kuwaza	I will not think	sitawaza
NEG+1s+PERF+kuwaza	I have not thought	sijawaza
1p+PRES+kuwaza	we think	tunawaza
1p+PAST+kuwaza	we thought	tuliwaza
1p+FUT+kuwaza	we will think	tutawaza
1p+PERF+kuwaza	we have thought	tumewaza
NEG+1p+PRES+kuwaza	we do not think	hatuwazi
NEG+1p+PAST+kuwaza	we did not think	hatukuwaza
NEG+1p+FUT+kuwaza	we will not think	hatutawaza
NEG+1p+PERF+kuwaza	we have not thought	hatujawaza
2s+PRES+kuwaza	you think	unawaza
2s+PAST+kuwaza	you thought	uliwaza
2s+FUT+kuwaza	you will think	utawaza
2s+PERF+kuwaza	you have thought	umewaza
NEG+2s+PRES+kuwaza	you do not think	huwazi
NEG+2s+PAST+kuwaza	you did not think	hukuwaza
NEG+2s+FUT+kuwaza	you will not think	hutawaza
NEG+2s+PERF+kuwaza	you have not thought	hujawaza
2p+PRES+kuwaza	you think	mnawaza
2p+PAST+kuwaza	you thought	mliwaza
2p+FUT+kuwaza	you will think	mtawaza
2p+PERF+kuwaza	you have thought	mmewaza
NEG+2p+PRES+kuwaza	you do not think	hamwazi
NEG+2p+PAST+kuwaza	you did not think	hamkuwaza
NEG+2p+FUT+kuwaza	you will not think	hamtawaza
NEG+2p+PERF+kuwaza	you have not thought	hamjawaza
3s+PRES+kuwaza	(s)he thinks	anawaza
3s+PAST+kuwaza	(s)he thought	aliwaza
3s+FUT+kuwaza	(s)he will think	atawaza
3s+PERF+kuwaza	(s)he has thought	amewaza
NEG+3s+PRES+kuwaza	(s)he does not think	hawazi
NEG+3s+PAST+kuwaza	(s)he did not think	hakuwaza
NEG+3s+FUT+kuwaza	(s)he will not think	hatawaza
NEG+3s+PERF+kuwaza	(s)he has not thought	hajawaza
3p+PRES+kuwaza	they think	wanawaza
3p+PAST+kuwaza	they thought	waliwaza
3p+FUT+kuwaza	they will think	watawaza
3p+PERF+kuwaza	they have thought	wamewaza
NEG+3p+PRES+kuwaza	they do not think	hawawazi
NEG+3p+PAST+kuwaza	they did not think	hawakuwaza
NEG+3p+FUT+kuwaza	they will not think	hawatawaza
NEG+3p+PERF+kuwaza	they have not thought	hawajawaza
2s+IMP+kuwaza	think	waza
2p+IMP+kuwaza	think	wazeni
1s+PRES+kuweka	I put	ninaweka
1s+PAST+kuweka	I put	niliweka
1s+FUT+kuweka	I will put	nitaweka
1s+PERF+kuweka	I have put	nimeweka
NEG+1s+PRES+kuweka	I do not put	siweki
NEG+1s+PAST+kuweka	I did not put	sikuweka
NEG+1s+FUT+kuweka	I will not put	sitaweka
NEG+1s+PERF+kuweka	I have not put	sijaweka
1p+PRES+kuweka	we put	tunaweka
1p+PAST+kuweka	we put	tuliweka
1p+FUT+kuweka	we will put	tutaweka
1p+PERF+kuweka	we have put	tumeweka
NEG+1p+PRES+kuweka	we do not put	hatuweki
NEG+1p+PAST+kuweka	we did not put	hatukuweka
NEG+1p+FUT+kuweka	we will not put	hatutaweka
NEG+1p+PERF+kuweka	we have not put	hatujaweka
2s+PRES+kuweka	you put	unaweka
2s+PAST+kuweka	you put	uliweka
2s+FUT+kuweka	you will put	utaweka
2s+PERF+kuweka	you have put	umeweka
NEG+2s+PRES+kuweka	you do not put	huweki
NEG+2s+PAST+kuweka	you did not put	hukuweka
NEG+2s+FUT+kuweka	you will not put	hutaweka
NEG+2s+PERF+kuweka	you have not put	hujaweka
2p+PRES+kuweka	you put	mnaweka
2p+PAST+kuweka	you put	mliweka
2p+FUT+kuweka	you will put	mtaweka
2p+PERF+kuweka	you have put	mmeweka
NEG+2p+PRES+kuweka	you do not put	hamweki
NEG+2p+PAST+kuweka	you did not put	hamkuweka
NEG+2p+FUT+kuweka	you will not put	hamtaweka
NEG+2p+PERF+kuweka	you have not put	hamjaweka
3s+PRES+kuweka	(s)he puts	anaweka
3s+PAST+kuweka	(s)he put	aliweka
3s+FUT+kuweka	(s)he will put	ataweka
3s+PERF+kuweka	(s)he has put	ameweka
NEG+3s+PRES+kuweka	(s)he does not put	haweki
NEG+3s+PAST+kuweka	(s)he did not put	hakuweka
NEG+3s+FUT+kuweka	(s)he will not put	hataweka
NEG+3s+PERF+kuweka	(s)he has not put	hajaweka
3p+PRES+kuweka	they put	wanaweka
3p+PAST+kuweka	they put	waliweka
3p+FUT+kuweka	they will put	wataweka
3p+PERF+kuweka	they have put	wameweka
NEG+3p+PRES+kuweka	they do not put	hawaweki
NEG+3p+PAST+kuweka	they did not put	hawakuweka
NEG+3p+FUT+kuweka	they will not put	hawataweka
NEG+3p+PERF+kuweka	they have not put	hawajaweka
2s+IMP+kuweka	put	weka
2p+IMP+kuweka	put	wekeni
1s+PRES+kuweza	I am able	ninaweza
1s+PAST+kuweza	I was able	niliweza
1s+FUT+kuweza	I will be able	nitaweza
1s+PERF+kuweza	I have been able	nimeweza
NEG+1s+PRES+kuweza	I am not able	siwezi
NEG+1s+PAST+kuweza	I was not able	sikuweza
NEG+1s+FUT+kuweza	I will not be able	sitaweza
NEG+1s+PERF+kuweza	I have not been able	sijaweza
1p+PRES+kuweza	we are able	tunaweza
1p+PAST+kuweza	we were able	tuliweza
1p+FUT+kuweza	we will be able	tutaweza
1p+PERF+kuweza	we have been able	tumeweza
NEG+1p+PRES+kuweza	we are not able	hatuwezi
NEG+1p+PAST+kuweza	we were not able	hatukuweza
NEG+1p+FUT+kuweza	we will not be able	hatutaweza
NEG+1p+PERF+kuweza	we have not been able	hatujaweza
2s+PRES+kuweza	you are able	unaweza
2s+PAST+kuweza	you were able	uliweza
2s+FUT+kuweza	you will be able	utaweza
2s+PERF+kuweza	you have been able	umeweza
NEG+2s+PRES+kuweza	you are not able	huwezi
NEG+2s+PAST+kuweza	you were not able	hukuweza
NEG+2s+FUT+kuweza	you will not be able	hutaweza
NEG+2s+PERF+kuweza	you have not been able	hujaweza
2p+PRES+kuweza	you are able	mnaweza
2p+PAST+kuweza	you were able	mliweza
2p+FUT+kuweza	you will be able	mtaweza
2p+PERF+kuweza	you have been able	mmeweza
NEG+2p+PRES+kuweza	you are not able	hamwezi
NEG+2p+PAST+kuweza	you were not able	hamkuweza
NEG+2p+FUT+kuweza	you will not be able	hamtaweza
NEG+2p+PERF+kuweza	you have not been able	hamjaweza
3s+PRES+kuweza	(s)he is able	anaweza
3s+PAST+kuweza	(s)he was able	aliweza
3s+FUT+kuweza	(s)he will be able	ataweza
3s+PERF+kuweza	(s)he has been able	ameweza
NEG+3s+PRES+kuweza	(s)he is not able	hawezi
NEG+3s+PAST+kuweza	(s)he was not able	hakuweza
NEG+3s+FUT+kuweza	(s)he will not be able	hataweza
NEG+3s+PERF+kuweza	(s)he has not been able	hajaweza
3p+PRES+kuweza	they are able	wanaweza
3p+PAST+kuweza	they were able	waliweza
3p+FUT+kuweza	they will be able	wataweza
3p+PERF+kuweza	they have been able	wameweza
NEG+3p+PRES+kuweza	they are not able	hawawezi
NEG+3p+PAST+kuweza	they were not able	hawakuweza
NEG+3p+FUT+kuweza	they will not be able	hawataweza
NEG+3p+PERF+kuweza	they have not been able	hawajaweza
2s+IMP+kuweza	be able	weza
2p+IMP+kuweza	be able	wezeni
1s+PRES+kuzaliwa	I am born	ninazaliwa
1s+PAST+kuzaliwa	I was born	nilizaliwa
1s+FUT+kuzaliwa	I will be born	nitazaliwa
1s+PERF+kuzaliwa	I have been born	nimezaliwa
NEG+1s+PRES+kuzaliwa	I am not born	sizaliwi
NEG+1s+PAST+kuzaliwa	I was not born	sikuzaliwa
NEG+1s+FUT+kuzaliwa	I will not be born	sitazaliwa
NEG+1s+PERF+kuzaliwa	I have not been born	sijazaliwa
1p+PRES+kuzaliwa	we are born	tunazaliwa
1p+PAST+kuzaliwa	we were born	tulizaliwa
1p+FUT+kuzaliwa	we will be born	tutazaliwa
1p+PERF+kuzaliwa	we have been born	tumezaliwa
NEG+1p+PRES+kuzaliwa	we are not born	hatuzaliwi
NEG+1p+PAST+kuzaliwa	we were not born	hatukuzaliwa
NEG+1p+FUT+kuzaliwa	we will not be born	hatutazaliwa
NEG+1p+PERF+kuzaliwa	we have not been born	hatujazaliwa
2s+PRES+kuzaliwa	you are born	unazaliwa
2s+PAST+kuzaliwa	you were born	ulizaliwa
2s+FUT+kuzaliwa	you will be born	utazaliwa
2s+PERF+kuzaliwa	you have been born	umezaliwa
NEG+2s+PRES+kuzaliwa	you are not born	huzaliwi
NEG+2s+PAST+kuzaliwa	you were not born	hukuzaliwa
NEG+2s+FUT+kuzaliwa	you will not be born	hutazaliwa
NEG+2s+PERF+kuzaliwa	you have not been born	hujazaliwa
2p+PRES+kuzaliwa	you are born	mnazaliwa
2p+PAST+kuzaliwa	you were born	mlizaliwa
2p+FUT+kuzaliwa	you will be born	mtazaliwa
2p+PERF+kuzaliwa	you have been born	mmezaliwa
NEG+2p+PRES+kuzaliwa	you are not born	hamzaliwi
NEG+2p+PAST+kuzaliwa	you were not born	hamkuzaliwa
NEG+2p+FUT+kuzaliwa	you will not be born	hamtazaliwa
NEG+2p+PERF+kuzaliwa	you have not been born	hamjazaliwa
3s+PRES+kuzaliwa	(s)he is born	anazaliwa
3s+PAST+kuzaliwa	(s)he was born	alizaliwa
3s+FUT+kuzaliwa	(s)he will be born	atazaliwa
3s+PERF+kuzaliwa	(s)he has been born	amezaliwa
NEG+3s+PRES+kuzaliwa	(s)he is not born	hazaliwi
NEG+3s+PAST+kuzaliwa	(s)he was not born	hakuzaliwa
NEG+3s+FUT+kuzaliwa	(s)he will not be born	hatazaliwa
NEG+3s+PERF+kuzaliwa	(s)he has not been born	hajazaliwa
3p+PRES+kuzaliwa	they are born	wanazaliwa
3p+PAST+kuzaliwa	they were born	walizaliwa
3p+FUT+kuzaliwa	they will be born	watazaliwa
3p+PERF+kuzaliwa	they have been born	wamezaliwa
NEG+3p+PRES+kuzaliwa	they are not born	hawazaliwi
NEG+3p+PAST+kuzaliwa	they were not born	hawakuzaliwa
NEG+3p+FUT+kuzaliwa	they will not be born	hawatazaliwa
NEG+3p+PERF+kuzaliwa	they have not been born	hawajazaliwa
2s+IMP+kuzaliwa	be born	zaliwa
2p+IMP+kuzaliwa	be born	zaliweni
1s+PRES+kuzima	I turn off	ninazima
1s+PAST+kuzima	I turned off	nilizima
1s+FUT+kuzima	I will turn off	nitazima
1s+PERF+kuzima	I have turned off	nimezima
NEG+1s+PRES+kuzima	I do not turn	sizimi
NEG+1s+PAST+kuzima	I did not turn off	sikuzima
NEG+1s+FUT+kuzima	I will not turn off	sitazima
NEG+1s+PERF+kuzima	I have not turned off	sijazima
1p+PRES+kuzima	we turn off	tunazima
1p+PAST+kuzima	we turned off	tulizima
1p+FUT+kuzima	we will turn off	tutazima
1p+PERF+kuzima	we have turned off	tumezima
NEG+1p+PRES+kuzima	we do not turn	hatuzimi
NEG+1p+PAST+kuzima	we did not turn off	hatukuzima
NEG+1p+FUT+kuzima	we will not turn off	hatutazima
NEG+1p+PERF+kuzima	we have not turned off	hatujazima
2s+PRES+kuzima	you turn off	unazima
2s+PAST+kuzima	you turned off	ulizima
2s+FUT+kuzima	you will turn off	utazima
2s+PERF+kuzima	you have turned off	umezima
NEG+2s+PRES+kuzima	you do not turn	huzimi
NEG+2s+PAST+kuzima	you did not turn off	hukuzima
NEG+2s+FUT+kuzima	you will not turn off	hutazima
NEG+2s+PERF+kuzima	you have not turned off	hujazima
2p+PRES+kuzima	you turn off	mnazima
2p+PAST+kuzima	you turned off	mlizima
2p+FUT+kuzima	you will turn off	mtazima
2p+PERF+kuzima	you have turned off	mmezima
NEG+2p+PRES+kuzima	you do not turn	hamzimi
NEG+2p+PAST+kuzima	you did not turn off	hamkuzima
NEG+2p+FUT+kuzima	you will not turn off	hamtazima
NEG+2p+PERF+kuzima	you have not turned off	hamjazima
3s+PRES+kuzima	(s)he turns off	anazima
3s+PAST+kuzima	(s)he turned off	alizima
3s+FUT+kuzima	(s)he will turn off	atazima
3s+PERF+kuzima	(s)he has turned off	amezima
NEG+3s+PRES+kuzima	(s)he does not turn	hazimi
NEG+3s+PAST+kuzima	(s)he did not turn off	hakuzima
NEG+3s+FUT+kuzima	(s)he will not turn off	hatazima
NEG+3s+PERF+kuzima	(s)he has not turned off	hajazima
3p+PRES+kuzima	they turn off	wanazima
3p+PAST+kuzima	they turned off	walizima
3p+FUT+kuzima	they will turn off	watazima
3p+PERF+kuzima	they have turned off	wamezima
NEG+3p+PRES+kuzima	they do not turn	hawazimi
NEG+3p+PAST+kuzima	they did not turn off	hawakuzima
NEG+3p+FUT+kuzima	they will not turn off	hawatazima
NEG+3p+PERF+kuzima	they have not turned off	hawajazima
2s+IMP+kuzima	turn off	zima
2p+IMP+kuzima	turn off	zimeni
1s+PRES+kuzoea	I am used to	ninazoea
1s+PAST+kuzoea	I was used to	nilizoea
1s+FUT+kuzoea	I will be used to	nitazoea
1s+PERF+kuzoea	I have been used to	nimezoea
NEG+1s+PRES+kuzoea	I am not used to	sizoei
NEG+1s+PAST+kuzoea	I was not used to	sikuzoea
NEG+1s+FUT+kuzoea	I will not be used to	sitazoea
NEG+1s+PERF+kuzoea	I have not been used to	sijazoea
1p+PRES+kuzoea	we are used to	tunazoea
1p+PAST+kuzoea	we were used to	tulizoea
1p+FUT+kuzoea	we will be used to	tutazoea
1p+PERF+kuzoea	we have been used to	tumezoea
NEG+1p+PRES+kuzoea	we are not used to	hatuzoei
NEG+1p+PAST+kuzoea	we were not used to	hatukuzoea
NEG+1p+FUT+kuzoea	we will not be used to	hatutazoea
NEG+1p+PERF+kuzoea	we have not been used to	hatujazoea
2s+PRES+kuzoea	you are used to	unazoea
2s+PAST+kuzoea	you were used to	ulizoea
2s+FUT+kuzoea	you will be used to	utazoea
2s+PERF+kuzoea	you have been used to	umezoea
NEG+2s+PRES+kuzoea	you are not used to	huzoei
NEG+2s+PAST+kuzoea	you were not used to	hukuzoea
NEG+2s+FUT+kuzoea	you will not be used to	hutazoea
NEG+2s+PERF+kuzoea	you have not been used to	hujazoea
2p+PRES+kuzoea	you are used to	mnazoea
2p+PAST+kuzoea	you were used to	mlizoea
2p+FUT+kuzoea	you will be used to	mtazoea
2p+PERF+kuzoea	you have been used to	mmezoea
NEG+2p+PRES+kuzoea	you are not used to	hamzoei
NEG+2p+PAST+kuzoea	you were not used to	hamkuzoea
NEG+2p+FUT+kuzoea	you will not be used to	hamtazoea
NEG+2p+PERF+kuzoea	you have not been used to	hamjazoea
3s+PRES+kuzoea	(s)he is used to	anazoea
3s+PAST+kuzoea	(s)he was used to	alizoea
3s+FUT+kuzoea	(s)he will be used to	atazoea
3s+PERF+kuzoea	(s)he has been used to	amezoea
NEG+3s+PRES+kuzoea	(s)he is not used to	hazoei
NEG+3s+PAST+kuzoea	(s)he was not used to	hakuzoea
NEG+3s+FUT+kuzoea	(s)he will not be used to	hatazoea
NEG+3s+PERF+kuzoea	(s)he has not been used to	hajazoea
3p+PRES+kuzoea	they are used to	wanazoea
3p+PAST+kuzoea	they were used to	walizoea
3p+FUT+kuzoea	they will be used to	watazoea
3p+PERF+kuzoea	they have been used to	wamezoea
NEG+3p+PRES+kuzoea	they are not used to	hawazoei
NEG+3p+PAST+kuzoea	they were not used to	hawakuzoea
NEG+3p+FUT+kuzoea	they will not be used to	hawatazoea
NEG+3p+PERF+kuzoea	they have not been used to	hawajazoea
2s+IMP+kuzoea	be used to	zoea
2p+IMP+kuzoea	be used to	zoeeni
1s+PRES+kuzungumza	I converse	ninazungumza
1s+PAST+kuzungumza	I conversed	nilizungumza
1s+FUT+kuzungumza	I will converse	nitazungumza
1s+PERF+kuzungumza	I have conversed	nimezungumza
NEG+1s+PRES+kuzungumza	I do not converse	sizungumzi
NEG+1s+PAST+kuzungumza	I did not converse	sikuzungumza
NEG+1s+FUT+kuzungumza	I will not converse	sitazungumza
NEG+1s+PERF+kuzungumza	I have not conversed	sijazungumza
1p+PRES+kuzungumza	we converse	tunazungumza
1p+PAST+kuzungumza	we conversed	tulizungumza
1p+FUT+kuzungumza	we will converse	tutazungumza
1p+PERF+kuzungumza	we have conversed	tumezungumza
NEG+1p+PRES+kuzungumza	we do not converse	hatuzungumzi
NEG+1p+PAST+kuzungumza	we did not converse	hatukuzungumza
NEG+1p+FUT+kuzungumza	we will not converse	hatutazungumza
NEG+1p+PERF+kuzungumza	we have not conversed	hatujazungumza
2s+PRES+kuzungumza	you converse	unazungumza
2s+PAST+kuzungumza	you conversed	ulizungumza
2s+FUT+kuzungumza	you will converse	utazungumza
2s+PERF+kuzungumza	you have conversed	umezungumza
NEG+2s+PRES+kuzungumza	you do not converse	huzungumzi
NEG+2s+PAST+kuzungumza	you did not converse	hukuzungumza
NEG+2s+FUT+kuzungumza	you will not converse	hutazungumza
NEG+2s+PERF+kuzungumza	you have not conversed	hujazungumza
2p+PRES+kuzungumza	you converse	mnazungumza
2p+PAST+kuzungumza	you conversed	mlizungumza
2p+FUT+kuzungumza	you will converse	mtazungumza
2p+PERF+kuzungumza	you have conversed	mmezungumza
NEG+2p+PRES+kuzungumza	you do not converse	hamzungumzi
NEG+2p+PAST+kuzungumza	you did not converse	hamkuzungumza
NEG+2p+FUT+kuzungumza	you will not converse	hamtazungumza
NEG+2p+PERF+kuzungumza	you have not conversed	hamjazungumza
3s+PRES+kuzungumza	(s)he converses	anazungumza
3s+PAST+kuzungumza	(s)he conversed	alizungumza
3s+FUT+kuzungumza	(s)he will converse	atazungumza
3s+PERF+kuzungumza	(s)he has conversed	amezungumza
NEG+3s+PRES+kuzungumza	(s)he does not converse	hazungumzi
NEG+3s+PAST+kuzungumza	(s)he did not converse	hakuzungumza
NEG+3s+FUT+kuzungumza	(s)he will not converse	hatazungumza
NEG+3s+PERF+kuzungumza	(s)he has not conversed	hajazungumza
3p+PRES+kuzungumza	they converse	wanazungumza
3p+PAST+kuzungumza	they conversed	walizungumza
3p+FUT+kuzungumza	they will converse	watazungumza
3p+PERF+kuzungumza	they have conversed	wamezungumza
NEG+3p+PRES+kuzungumza	they do not converse	hawazungumzi
NEG+3p+PAST+kuzungumza	they did not converse	hawakuzungumza
NEG+3p+FUT+kuzungumza	they will not converse	hawatazungumza
NEG+3p+PERF+kuzungumza	they have not conversed	hawajazungumza
2s+IMP+kuzungumza	converse	zungumza
2p+IMP+kuzungumza	converse	zungumzeni
1s+PRES+kwenda	I go	ninaenda
1s+PAST+kwenda	I went	nilienda
1s+FUT+kwenda	I will go	nitaenda
1s+PERF+kwenda	I have gone	nimeenda
NEG+1s+PRES+kwenda	I do not go	siendi
NEG+1s+PAST+kwenda	I did not go	sikwenda
NEG+1s+FUT+kwenda	I will not go	sitaenda
NEG+1s+PERF+kwenda	I have not gone	sijaenda
1p+PRES+kwenda	we go	tunaenda
1p+PAST+kwenda	we went	tulienda
1p+FUT+kwenda	we will go	tutaenda
1p+PERF+kwenda	we have gone	tumeenda
NEG+1p+PRES+kwenda	we do not go	hatuendi
NEG+1p+PAST+kwenda	we did not go	hatukwenda
NEG+1p+FUT+kwenda	we will not go	hatutaenda
NEG+1p+PERF+kwenda	we have not gone	hatujaenda
2s+PRES+kwenda	you go	unaenda
2s+PAST+kwenda	you went	ulienda
2s+FUT+kwenda	you will go	utaenda
2s+PERF+kwenda	you have gone	umeenda
NEG+2s+PRES+kwenda	you do not go	huendi
NEG+2s+PAST+kwenda	you did not go	hukwenda
NEG+2s+FUT+kwenda	you will not go	hutaenda
NEG+2s+PERF+kwenda	you have not gone	hujaenda
2p+PRES+kwenda	you go	mnaenda
2p+PAST+kwenda	you went	mlienda
2p+FUT+kwenda	you will go	mtaenda
2p+PERF+kwenda	you have gone	mmeenda
NEG+2p+PRES+kwenda	you do not go	hamendi
NEG+2p+PAST+kwenda	you did not go	hamkwenda
NEG+2p+FUT+kwenda	you will not go	hamtaenda
NEG+2p+PERF+kwenda	you have not gone	hamjaenda
3s+PRES+kwenda	(s)he goes	anaenda
3s+PAST+kwenda	(s)he went	alienda
3s+FUT+kwenda	(s)he will go	ataenda
3s+PERF+kwenda	(s)he has gone	ameenda
NEG+3s+PRES+kwenda	(s)he does not go	haendi
NEG+3s+PAST+kwenda	(s)he did not go	hakwenda
NEG+3s+FUT+kwenda	(s)he will not go	hataenda
NEG+3s+PERF+kwenda	(s)he has not gone	hajaenda
3p+PRES+kwenda	they go	wanaenda
3p+PAST+kwenda	they went	walienda
3p+FUT+kwenda	they will go	wataenda
3p+PERF+kwenda	they have gone	wameenda
NEG+3p+PRES+kwenda	they do not go	hawaendi
NEG+3p+PAST+kwenda	they did not go	hawakwenda
NEG+3p+FUT+kwenda	they will not go	hawataenda
NEG+3p+PERF+kwenda	they have not gone	hawajaenda
2s+IMP+kwenda	go	enda
2p+IMP+kwenda	go	endeni
1s+PRES+kwisha	I finish	ninaisha
1s+PAST+kwisha	I finished	niliisha
1s+FUT+kwisha	I will finish	nitaisha
1s+PERF+kwisha	I have finished	nimeisha
NEG+1s+PRES+kwisha	I do not finish	siishi
NEG+1s+PAST+kwisha	I did not finish	sikwisha
NEG+1s+FUT+kwisha	I will not finish	sitaisha
NEG+1s+PERF+kwisha	I have not finished	sijaisha
1p+PRES+kwisha	we finish	tunaisha
1p+PAST+kwisha	we finished	tuliisha
1p+FUT+kwisha	we will finish	tutaisha
1p+PERF+kwisha	we have finished	tumeisha
NEG+1p+PRES+kwisha	we do not finish	hatuishi
NEG+1p+PAST+kwisha	we did not finish	hatukwisha
